customer_id,age,gender,country,registration_date,loyalty_level,product_id,category,brand,price,rating,order_id,quantity,order_date,payment_method,delivery_type,shipping_cost,discount_percent,total_price,order_status
60ae822f-a092-4a57-ac8b-17b3cab05099,58,Male,Canada,2025-07-20,Bronze,182f0ba9-4ce4-42c5-bec1-a812f5eea16e,Beauty,Hall-Mitchell,44.14,3.1,53acc9d3-a045-493d-a25f-6a33496524f9,4,2024-09-22,Debit Card,Next-Day,25,0.0,201.56,Shipped
b8f7d25e-0152-42c1-abe4-ba10d3d4f20d,43,Male,Philippines,2025-10-22,Silver,e54d62e7-062d-483b-ac5a-8285df5ec5b1,Sports,Roberts LLC,291.92,3.8,22b01e56-705d-4250-b134-ac8c59dff1ea,1,2025-04-12,Credit Card,Standard,5,0.0,296.92,Shipped
463dd3e1-5cca-4003-8f73-38fe82e36f54,37,Male,Moldova,2025-04-18,Gold,c49f05be-ebb4-4fc6-b670-7c6ac1778432,Electronics,Lynch Ltd,1871.64,4.9,0ef52434-fcc2-4db0-bb8a-663122646768,5,2025-07-23,Credit Card,Express,15,9.32,8500.87,Shipped
60b29c0e-fb8d-401a-ab99-1488562f9f9f,69,Male,United States Virgin Islands,2022-08-09,Silver,7e26ea70-eae5-42f5-8af7-413474fc0669,Sports,"Jackson, Martin and Rogers",119.94,3.4,a651ef77-6599-4126-9131-eaf5c3f12831,1,2025-07-08,PayPal,Express,15,0.0,134.94,Delivered
6ba62adb-1d55-4af2-8b28-f79e695280f5,47,Female,Anguilla,2022-08-10,Bronze,b5a0aa52-0569-4a85-b600-172d73a73086,Clothing,Jones PLC,86.26,4.8,8fd72812-9517-4de6-aeac-ddc76e92bac3,1,2025-11-29,Bank Transfer,Next-Day,25,0.0,111.26,Delivered
e633124f-fd5b-4063-8970-88e4ea0de3df,53,Female,Hungary,2022-04-19,Bronze,dbbfe2ee-9f20-4831-beaf-ff98f843686f,Clothing,Le-Robbins,36.45,3.9,13d6383f-76de-463a-87e1-08032677395e,3,2024-05-12,Debit Card,Express,15,0.0,124.35,Shipped
b3e64d40-4451-4a4f-97f7-26da573c611c,64,Male,Niger,2025-04-05,Bronze,43cca007-09a7-406f-8cc5-41a46209da11,Electronics,"Frost, Mack and Weaver",1950.5,4.7,2e503477-9254-462e-b437-ebc185c53d78,4,2024-11-06,Bank Transfer,Next-Day,25,0.0,7827.0,Delivered
1a18d1ec-0768-48c6-a418-e9c2f1fc4ffd,31,Male,Brazil,2024-05-31,Gold,ee8f724a-311f-4ab8-8b78-2df9364be697,Electronics,Larsen-Rowe,2395.32,4.8,86e3575d-79ba-4fdd-84b2-adc30ade25de,2,2024-04-22,Debit Card,Express,15,8.41,4402.85,Cancelled
f5765da9-6644-4900-a5cc-ddaa54965b4e,23,Male,Saint Martin,2024-08-28,Bronze,8800efbd-339e-41cc-b5d1-3e82d8e93e57,Clothing,"Webb, Bell and Matthews",37.78,4.1,917f2357-4bbb-4a0f-a0f0-df73573bdeea,5,2026-01-01,Debit Card,Standard,5,0.0,193.9,Delivered
2b99ac7f-b77d-4e4a-ac50-b4db0d776741,68,Male,Grenada,2023-09-06,Silver,4d8ea3ee-0792-46b0-9bcd-f496e6bbab99,Home,Tyler-Hall,570.72,4.2,aadb5e8d-2176-443b-9aa1-6f566e38685d,4,2025-10-01,Debit Card,Express,15,0.0,2297.88,Delivered
9c64e9c7-93fe-4cb7-bf74-75ae05e59790,34,Female,Nigeria,2022-07-03,Bronze,a4cc82dc-abf6-4814-a007-6619ed874661,Home,"Harris, Holmes and Rogers",466.38,3.4,c0578b46-d767-4fc6-8413-f401de76b609,5,2025-04-26,Credit Card,Standard,5,0.0,2336.9,Delivered
d6b366d2-c0ad-4d19-a7c4-6a5e81acb7c6,48,Female,Belarus,2022-01-30,Bronze,9a16a115-87f4-4b72-a950-fe026e044605,Home,Luna Inc,342.99,4.8,45219fc3-dcc5-419d-8d9c-3422ac912205,2,2024-06-05,Credit Card,Next-Day,25,0.0,710.98,Delivered
1e0bdeae-63c2-498d-aaf7-b2da4b87ea74,44,Male,Gambia,2021-10-01,Gold,95a58958-df8a-4a54-bde0-e1d9f6431dfc,Home,"Huff, Delgado and Smith",805.15,4.8,0c0864e2-ea11-4fa7-93df-f2cbe8dfe8c6,1,2025-11-28,Credit Card,Express,15,7.69,758.2,Cancelled
1face83a-5c1a-4f92-b028-73c73c28bb9d,70,Female,Oman,2021-08-05,Bronze,03700c73-db02-40d8-b8c5-aec55f6ef23e,Sports,Torres-Gentry,92.08,3.7,152297b9-2e9c-4772-a777-e9cfad964764,1,2025-09-22,Credit Card,Next-Day,25,0.0,117.08,Delivered
7792983f-1745-4015-9b2f-16ebed277004,32,Female,Lao People's Democratic Republic,2024-09-02,Bronze,aee1c812-a9cb-464d-9500-6afea8b38570,Home,Brown-Hart,345.63,4.1,26da125d-a1d7-4490-9976-3beec72d18d5,3,2024-03-06,Bank Transfer,Standard,5,0.0,1041.89,Delivered
a8b02191-e326-4c09-aceb-b32a0edf44e7,58,Female,France,2024-11-11,Platinum,951cb4fa-da4b-4743-b219-b45123a40ac3,Electronics,"Long, Norris and Blair",2269.98,3.2,284ce0e5-bc45-48e8-915f-21877c5786ba,4,2024-03-14,PayPal,Next-Day,25,12.64,7957.15,Delivered
4c7c3d2b-9271-4cb1-a8f5-832de9471bf7,26,Female,Malaysia,2022-07-27,Bronze,e3631cd5-02b6-49f6-914e-391798ce8a10,Clothing,"Hardin, Smith and Wheeler",110.61,3.3,535aefd7-1dc7-4bfc-bfaf-e01f1136d5d4,3,2024-08-12,Debit Card,Next-Day,25,0.0,356.83,Delivered
8cbd7e65-52bd-4b59-9b31-d625891474ec,37,Male,Lao People's Democratic Republic,2022-09-06,Gold,f966f091-c64d-452c-a9bb-9c17d42adac0,Clothing,"Griffin, Wong and Mcdowell",52.9,4.9,5ff1c328-0804-4012-bac2-c1a049d55573,1,2025-11-03,Debit Card,Next-Day,25,6.3,74.57,Shipped
ee67e868-e3bf-4bc4-98bc-7073481b40fa,60,Female,Finland,2022-06-23,Platinum,90ebec73-b983-4ecf-89b2-093f8964599e,Home,Smith-Ortiz,620.03,5.0,bbf94941-b97c-4934-9616-a6fb7981b0f1,4,2026-01-06,Debit Card,Standard,5,6.44,2325.4,Delivered
444b182b-40c1-41eb-b485-e3f7288d1759,38,Female,Papua New Guinea,2023-08-31,Gold,92b03bee-ec6d-4643-a3d0-a617d9509a50,Electronics,Smith LLC,2449.79,3.1,99a4f1af-e92c-47cc-887d-d45be4af7bc5,4,2024-11-03,Bank Transfer,Next-Day,25,11.23,8723.3,Shipped
6963d51e-37b6-4a2f-8d60-2f518c3b12a0,20,Male,Bangladesh,2022-08-20,Bronze,b2d70b26-56f8-4c5e-bdea-ac47f9320dd3,Sports,"Wang, Holland and Acosta",421.97,3.5,de364e9a-429c-4a49-b2c2-95c0f8a5add6,1,2024-07-31,Debit Card,Next-Day,25,0.0,446.97,Cancelled
af378fa8-fbfe-4eb2-90fb-3f1781062d7d,47,Female,Moldova,2021-02-14,Silver,0ea7000c-c490-4efc-8344-fa8153f5101c,Clothing,Martinez-Turner,150.43,3.6,e65a73e1-b7f0-4288-b4d3-fd625a397aa0,5,2025-09-04,Credit Card,Next-Day,25,0.0,777.15,Delivered
252f812e-36a7-4e9c-a50b-97d9c58a1cb5,44,Male,Svalbard & Jan Mayen Islands,2024-01-02,Bronze,cbc3a168-2d2d-4d79-bccf-367dddd92042,Clothing,Perry-Roberts,37.74,4.3,df265479-bcd5-4a03-9641-671bf4abe7d3,1,2026-01-06,Debit Card,Express,15,0.0,52.74,Shipped
6d40ebf0-3cf4-4fb7-ab4a-16a3d8895273,50,Male,Tanzania,2024-08-17,Bronze,8b5d6e30-680e-4aca-aa1d-f6b57ebc3e94,Clothing,"Hall, Alexander and Thornton",29.56,3.5,02fb21a9-1482-48fb-8d7e-3adbea7049f5,1,2024-04-24,PayPal,Express,15,0.0,44.56,Shipped
1d478f57-3408-461e-9624-5c1c1606f256,21,Male,Bahrain,2024-03-11,Bronze,f8f96ea4-95cf-470e-9462-9049a5b9c98c,Clothing,Cross Group,64.4,5.0,f4997a67-ca6b-4415-a34e-be3259035c9e,5,2024-04-21,Bank Transfer,Standard,5,0.0,327.0,Delivered
3014a6fa-6de2-4cb5-8c8d-a6d566fbf3ed,34,Female,United Arab Emirates,2024-03-24,Bronze,cb1324ea-223e-4460-b649-c99659e919f6,Sports,Bray-Harvey,411.65,3.4,bc9c6555-7ff8-4971-ae26-8ef99586fe45,5,2024-11-10,Credit Card,Standard,5,0.0,2063.25,Delivered
47948d93-2f94-49b3-807d-a85b018e94b3,52,Male,Palau,2024-05-18,Silver,aaf8c4de-7f01-4e87-a26d-84ec836cb3c9,Electronics,"Perez, Ritter and Dunn",387.85,3.2,7caa049a-30a0-418f-a080-8573e19d5d26,2,2025-06-02,Credit Card,Standard,5,0.0,780.7,Cancelled
7496c25d-b459-4e2f-879a-c77236712890,50,Female,Malawi,2025-10-10,Gold,25840d31-5222-43c6-9cd5-64a25ca61361,Clothing,"Barnes, Rodriguez and Brooks",109.91,4.7,a51fb4bf-9cf2-476e-93b4-e9019a2f6a57,1,2024-08-09,Credit Card,Standard,5,5.55,108.8,Delivered
ea39812e-79cd-4458-a6a1-a644a6f6b960,49,Male,Anguilla,2024-08-29,Bronze,68efa83f-14f1-4718-ac1e-74845ffdd866,Home,Andrade LLC,545.61,3.5,ee54dde9-f3c5-437f-8134-38559b336e12,3,2024-09-25,Debit Card,Express,15,0.0,1651.83,Delivered
9e4ba3f5-008d-4c13-a32e-8cf11dfeb3c9,21,Female,Togo,2025-07-13,Silver,534009e6-3a8e-4e8b-8e79-ee178ac88bdb,Home,"Avila, Barnes and Mahoney",246.39,3.0,59a6fa26-f7bd-4e40-ae7b-e617d75eb9bc,3,2024-10-23,PayPal,Next-Day,25,0.0,764.17,Delivered
f54fdcf2-32d0-4d08-ab3b-8937018c6166,69,Female,Cote d'Ivoire,2023-09-05,Platinum,0ad8749b-7e4e-4c05-bb08-1dac8ff4fdbc,Clothing,Hurley-Hess,44.25,4.4,195227c8-5e80-4a80-ad9b-708014205a21,2,2025-04-30,Bank Transfer,Next-Day,25,13.95,101.16,Delivered
b25198b3-cf08-4c86-be99-b19022b50f52,68,Male,Brunei Darussalam,2023-04-01,Silver,6a614f1e-bfbd-4984-bbb7-4fb5076b4a45,Clothing,Jackson-Reyes,147.94,4.1,fa14af8f-22a6-4bd9-8f1c-c3fcf7117c4b,3,2024-05-18,Debit Card,Express,15,0.0,458.82,Delivered
07b1e345-7c1a-437d-bc5a-382a6c9ffb89,44,Male,United Arab Emirates,2025-09-12,Bronze,fce7ab2a-eb87-4e94-b4e5-3623b2c4214a,Electronics,"Vargas, Miles and Cordova",1986.11,3.9,7c65e29f-a325-47b7-974d-d4020d50bd6c,4,2025-04-03,Bank Transfer,Express,15,0.0,7959.44,Delivered
826c42bf-11da-4dfa-91ca-211097cd3813,66,Male,Mozambique,2026-01-24,Silver,e3b6073c-90e2-4468-9e29-c3f680acd37b,Electronics,"Peterson, Dunn and Williams",2437.78,4.8,cf8cec0d-9e0b-4373-8597-aa8aec116eea,4,2025-08-10,Debit Card,Next-Day,25,0.0,9776.12,Shipped
2fd98288-92af-4f37-a365-fdcfdec966a3,35,Male,Bosnia and Herzegovina,2021-07-29,Gold,322f9b09-d218-4dfc-a42d-a24d0ba12e5e,Electronics,"Moore, Patel and Clark",2336.11,3.7,fb0dd34c-5956-4a87-9ff3-35a497c05e95,2,2025-04-14,Credit Card,Express,15,13.33,4064.61,Delivered
0bc74691-b5f5-4cad-836d-72fb54d8f965,51,Male,Algeria,2024-09-23,Gold,2ca55e2e-0e59-4be8-9f9b-e6573a87df5b,Electronics,Lowe Inc,314.88,4.3,3e2db260-92b7-4917-90f3-416989dbac87,3,2025-09-07,Credit Card,Next-Day,25,7.15,902.12,Delivered
7f6353cd-7384-4169-92b0-5c3024d3f4b3,47,Male,Spain,2022-05-19,Bronze,14648551-109d-4085-87ab-1d4c0a71655d,Clothing,Flores Inc,195.13,3.2,4e0e2870-2aa2-44ed-a0f6-b5ff3fee5fe0,4,2025-01-06,Credit Card,Next-Day,25,0.0,805.52,Delivered
4c545d5b-cca3-4b08-8889-2c62d0e554d8,53,Female,Saint Barthelemy,2025-02-25,Platinum,bfa5da7b-0efd-4933-8276-8ab127fa27c9,Electronics,"Mendez, Williams and Jones",335.53,4.8,1be4aa51-348a-4507-b6a1-55a24596a7ec,5,2025-10-29,Credit Card,Express,15,11.52,1499.3,Delivered
83a787f1-8bd0-4f52-bd85-5d36ed0fb35c,52,Female,Ghana,2025-03-12,Silver,3219c996-f915-41a1-9a1e-2899595d5887,Sports,"Carter, Mcdaniel and Fisher",710.55,3.8,efd9f005-8b2a-4cf3-9fe6-25e0f43c295e,5,2025-05-21,Credit Card,Express,15,0.0,3567.75,Delivered
5bbaa359-9123-453b-8720-1904f7a563ea,29,Male,Chad,2025-04-24,Silver,f929c904-f12d-43b7-874c-03833d404463,Clothing,Young Inc,126.66,4.3,26042354-7108-4147-ab2c-ca760997c0fb,4,2024-12-22,PayPal,Express,15,0.0,521.64,Delivered
04eb48eb-28b6-425c-a401-c925c56f7424,48,Male,Tajikistan,2025-07-30,Bronze,d19b0a42-1a75-4cab-92b0-cb86c43073d9,Sports,"Gonzalez, Jones and Stark",229.68,4.2,9a55cf14-cdda-4864-b8b1-0f10e84df808,1,2024-07-28,Bank Transfer,Standard,5,0.0,234.68,Shipped
179de03e-1721-44ba-8500-f76ea432b0ee,66,Female,Cayman Islands,2022-03-17,Silver,aa270638-3da3-4e50-8693-f04659f83f43,Electronics,Martin Inc,2915.02,3.1,c785c2c3-0073-41a1-8364-b1db9f2c3142,1,2025-11-28,Debit Card,Standard,5,0.0,2920.02,Delivered
4515b39f-54d4-49b9-ba68-62e79395601c,63,Male,Brazil,2025-02-03,Bronze,137dd435-0ccd-4690-b8c7-3ce7c2400c3c,Electronics,Torres and Sons,1965.23,3.9,841c662a-6b77-4cc6-b189-2e0e82d2d670,5,2024-08-12,Credit Card,Express,15,0.0,9841.15,Delivered
44e4b896-bf3e-4e51-a693-1d09522e2dc0,62,Male,Equatorial Guinea,2025-04-19,Silver,d367fa25-d7cc-4cc5-9bce-b81f6a935d14,Beauty,Webb-Terry,219.28,4.9,bd8c344e-39b8-44a7-8713-92243047d8bc,2,2026-01-08,Debit Card,Standard,5,0.0,443.56,Shipped
c5aae3c8-39c8-4a7e-b6ee-2eaf0eccee23,34,Female,Rwanda,2025-02-07,Bronze,bce0870c-ccb8-4f2e-a21e-8eeb8ac48b92,Sports,Adams-Fischer,138.4,4.6,4a8b57f6-c34e-4116-80dd-6fb53bf4b27b,1,2025-05-11,Credit Card,Express,15,0.0,153.4,Shipped
99f164ff-7ac3-49f7-9a65-c4d85a7ab590,38,Female,Monaco,2024-06-28,Bronze,791876a1-b7f5-49e9-a7c8-260ac94a2baf,Clothing,"Williams, Finley and Wright",51.09,4.7,26a2f8b9-cc2c-4e7e-b507-3b369718cd5e,3,2024-09-12,Credit Card,Express,15,0.0,168.27,Shipped
